Month,Region,Purpose,Nights
1998 Feb,Australia's North West,Holiday,59.865033
1998 Feb,Australia's North West,Visiting friends and relatives,10.0041828
1998 Feb,Australia's North West,Business,290.2596712
1998 Feb,Australia's North West,Other reason,0
1998 Feb,Australia's South West,Holiday,163.9147117
1998 Feb,Australia's South West,Visiting friends and relatives,139.168573
1998 Feb,Australia's South West,Business,63.3368025
1998 Feb,Australia's South West,Other reason,4.1111433
1998 Feb,Australia's Coral Coast,Holiday,60.5392125
1998 Feb,Australia's Coral Coast,Visiting friends and relatives,18.6103214
1998 Feb,Australia's Coral Coast,Business,16.2363982
1998 Feb,Australia's Coral Coast,Other reason,0
1998 Feb,Hobart and the South,Holiday,164.4830974
1998 Feb,Hobart and the South,Visiting friends and relatives,28.0384243
1998 Feb,Hobart and the South,Business,32.039956
1998 Feb,Hobart and the South,Other reason,3.2412258
1998 Feb,East Coast,Holiday,148.2074
1998 Feb,East Coast,Visiting friends and relatives,1.0669202
1998 Feb,East Coast,Business,0.3501605
1998 Feb,East Coast,Other reason,0
1998 Feb,Launceston and the North,Holiday,112.6433041
1998 Feb,Launceston and the North,Visiting friends and relatives,128.6737427
1998 Feb,Launceston and the North,Business,14.1776107
1998 Feb,Launceston and the North,Other reason,2.2520069
1998 Feb,North West,Holiday,69.0440239
1998 Feb,North West,Visiting friends and relatives,22.6278902
1998 Feb,North West,Business,1.1604669
1998 Feb,North West,Other reason,1.0504814
1998 Feb,West Coast,Holiday,27.2127262
1998 Feb,West Coast,Visiting friends and relatives,0
1998 Feb,West Coast,Business,0.8103064
1998 Feb,West Coast,Other reason,0
1998 Feb,Darwin,Holiday,1.6730102
1998 Feb,Darwin,Visiting friends and relatives,7.9086162
1998 Feb,Darwin,Business,34.8745491
1998 Feb,Darwin,Other reason,0
1998 Feb,Barkly,Holiday,0
1998 Feb,Barkly,Visiting friends and relatives,0
1998 Feb,Barkly,Business,1.1998002
1998 Feb,Barkly,Other reason,0
1998 Feb,Alice Springs,Holiday,0
1998 Feb,Alice Springs,Visiting friends and relatives,0
1998 Feb,Alice Springs,Business,5.2964594
1998 Feb,Alice Springs,Other reason,0
1998 Feb,Litchfield Kakadu Arnhem,Holiday,3.1778756
1998 Feb,Litchfield Kakadu Arnhem,Visiting friends and relatives,0
1998 Feb,Litchfield Kakadu Arnhem,Business,2.5095153
1998 Feb,Litchfield Kakadu Arnhem,Other reason,0
1998 Feb,Katherine Daly,Holiday,0
1998 Feb,Katherine Daly,Visiting friends and relatives,3.3871079
1998 Feb,Katherine Daly,Business,8.0101434
1998 Feb,Katherine Daly,Other reason,0.4182526
1998 Feb,Lasseter,Holiday,3.6602902
1998 Feb,Lasseter,Visiting friends and relatives,0
1998 Feb,Lasseter,Business,1.0457972
1998 Feb,Lasseter,Other reason,0
1998 Feb,MacDonnell,Holiday,0.5228986
1998 Feb,MacDonnell,Visiting friends and relatives,0
1998 Feb,MacDonnell,Business,0
1998 Feb,MacDonnell,Other reason,0
1998 Feb,Canberra,Holiday,74.7424363
1998 Feb,Canberra,Visiting friends and relatives,245.4840371
1998 Feb,Canberra,Business,148.0094347
1998 Feb,Canberra,Other reason,3.0269249
1998 Mar,Sydney,Holiday,532.0974702
1998 Mar,Sydney,Visiting friends and relatives,683.2845917
1998 Mar,Sydney,Business,520.4582592
1998 Mar,Sydney,Other reason,138.3065542
1998 Mar,Blue Mountains,Holiday,38.8020194
1998 Mar,Blue Mountains,Visiting friends and relatives,57.8415389
1998 Mar,Blue Mountains,Business,3.9474012
1998 Mar,Blue Mountains,Other reason,4.9638252
1998 Mar,Capital Country,Holiday,64.5649103
1998 Mar,Capital Country,Visiting friends and relatives,82.6315163
1998 Mar,Capital Country,Business,36.8404327
1998 Mar,Capital Country,Other reason,5.1775952
1998 Mar,Central Coast,Holiday,117.9801749
1998 Mar,Central Coast,Visiting friends and relatives,97.1131208
1998 Mar,Central Coast,Business,28.43168
1998 Mar,Central Coast,Other reason,0
1998 Mar,Central NSW,Holiday,94.5921977
1998 Mar,Central NSW,Visiting friends and relatives,118.4131039
1998 Mar,Central NSW,Business,109.2091106
1998 Mar,Central NSW,Other reason,9.6576358
1998 Mar,Hunter,Holiday,227.4587979
1998 Mar,Hunter,Visiting friends and relatives,185.6514505
1998 Mar,Hunter,Business,84.8019778
1998 Mar,Hunter,Other reason,0
1998 Mar,New England North West,Holiday,105.7459981
1998 Mar,New England North West,Visiting friends and relatives,187.3446516
1998 Mar,New England North West,Business,65.8611073
1998 Mar,New England North West,Other reason,10.7917669
1998 Mar,North Coast NSW,Holiday,770.8780766
1998 Mar,North Coast NSW,Visiting friends and relatives,329.1015539
1998 Mar,North Coast NSW,Business,50.3075803
1998 Mar,North Coast NSW,Other reason,35.0097309
1998 Mar,Outback NSW,Holiday,37.5336584
1998 Mar,Outback NSW,Visiting friends and relatives,22.2103028
1998 Mar,Outback NSW,Business,54.2659538
1998 Mar,Outback NSW,Other reason,0
1998 Mar,Riverina,Holiday,31.2648304
1998 Mar,Riverina,Visiting friends and relatives,52.0203605
1998 Mar,Riverina,Business,42.602862
1998 Mar,Riverina,Other reason,8.3878854
1998 Mar,Snowy Mountains,Holiday,94.3404689
1998 Mar,Snowy Mountains,Visiting friends and relatives,32.8309351
1998 Mar,Snowy Mountains,Business,28.4748788
1998 Mar,Snowy Mountains,Other reason,0
1998 Mar,South Coast,Holiday,931.6127414
1998 Mar,South Coast,Visiting friends and relatives,208.4028324
1998 Mar,South Coast,Business,39.8316823
1998 Mar,South Coast,Other reason,0
1998 Mar,The Murray,Holiday,162.950369
1998 Mar,The Murray,Visiting friends and relatives,54.978959
1998 Mar,The Murray,Business,35.2996122
1998 Mar,The Murray,Other reason,21.9714141
1998 Mar,Melbourne,Holiday,330.7463281
1998 Mar,Melbourne,Visiting friends and relatives,609.9181716
1998 Mar,Melbourne,Business,343.958067
1998 Mar,Melbourne,Other reason,108.8514715
1998 Mar,Ballarat,Holiday,69.2769918
1998 Mar,Ballarat,Visiting friends and relatives,19.6475061
1998 Mar,Ballarat,Business,21.1275036
1998 Mar,Ballarat,Other reason,0
1998 Mar,Bendigo Loddon,Holiday,81.8508899
1998 Mar,Bendigo Loddon,Visiting friends and relatives,17.9783112
1998 Mar,Bendigo Loddon,Business,0
1998 Mar,Bendigo Loddon,Other reason,13.1211819
1998 Mar,Central Highlands,Holiday,11.0089034
1998 Mar,Central Highlands,Visiting friends and relatives,44.0952831
1998 Mar,Central Highlands,Business,2.419212
1998 Mar,Central Highlands,Other reason,10.4374944
1998 Mar,Central Murray,Holiday,162.9967349
1998 Mar,Central Murray,Visiting friends and relatives,44.3111424
1998 Mar,Central Murray,Business,105.22395
1998 Mar,Central Murray,Other reason,0
1998 Mar,Geelong and the Bellarine,Holiday,59.2080332
1998 Mar,Geelong and the Bellarine,Visiting friends and relatives,34.5454508
1998 Mar,Geelong and the Bellarine,Business,0
1998 Mar,Geelong and the Bellarine,Other reason,22.221707
1998 Mar,Gippsland,Holiday,156.9156843
1998 Mar,Gippsland,Visiting friends and relatives,88.6946983
1998 Mar,Gippsland,Business,30.609939
1998 Mar,Gippsland,Other reason,6.824793
1998 Mar,Goulburn,Holiday,57.6604941
1998 Mar,Goulburn,Visiting friends and relatives,84.0150157
1998 Mar,Goulburn,Business,25.5880897
1998 Mar,Goulburn,Other reason,0
1998 Mar,Great Ocean Road,Holiday,281.3355883
1998 Mar,Great Ocean Road,Visiting friends and relatives,95.5575023
1998 Mar,Great Ocean Road,Business,61.1220286
1998 Mar,Great Ocean Road,Other reason,0
1998 Mar,High Country,Holiday,106.6628752
1998 Mar,High Country,Visiting friends and relatives,120.0523985
1998 Mar,High Country,Business,16.4736356
1998 Mar,High Country,Other reason,0
1998 Mar,Lakes,Holiday,153.4492209
1998 Mar,Lakes,Visiting friends and relatives,25.0078517
1998 Mar,Lakes,Business,4.5599064
1998 Mar,Lakes,Other reason,0
1998 Mar,Macedon,Holiday,0
1998 Mar,Macedon,Visiting friends and relatives,4.4379838
1998 Mar,Macedon,Business,0
1998 Mar,Macedon,Other reason,0
1998 Mar,Mallee,Holiday,88.3783824
1998 Mar,Mallee,Visiting friends and relatives,48.6953569
1998 Mar,Mallee,Business,40.8013123
1998 Mar,Mallee,Other reason,0
1998 Mar,Melbourne East,Holiday,21.1457314
1998 Mar,Melbourne East,Visiting friends and relatives,19.6844858
1998 Mar,Melbourne East,Business,2.7621205
1998 Mar,Melbourne East,Other reason,0
1998 Mar,Murray East,Holiday,11.1251632
1998 Mar,Murray East,Visiting friends and relatives,10.9901546
1998 Mar,Murray East,Business,2.7812908
1998 Mar,Murray East,Other reason,0
1998 Mar,Peninsula,Holiday,135.0260237
1998 Mar,Peninsula,Visiting friends and relatives,66.4662706
1998 Mar,Peninsula,Business,11.6046994
1998 Mar,Peninsula,Other reason,12.4004856
1998 Mar,Phillip Island,Holiday,156.4145867
1998 Mar,Phillip Island,Visiting friends and relatives,14.1163386
1998 Mar,Phillip Island,Business,15.3790152
1998 Mar,Phillip Island,Other reason,0
1998 Mar,Spa Country,Holiday,58.3574767
1998 Mar,Spa Country,Visiting friends and relatives,4.7054463
1998 Mar,Spa Country,Business,9.9276504
1998 Mar,Spa Country,Other reason,0
1998 Mar,Upper Yarra,Holiday,81.294815
1998 Mar,Upper Yarra,Visiting friends and relatives,4.6910642
1998 Mar,Upper Yarra,Business,9.1553509
1998 Mar,Upper Yarra,Other reason,0
1998 Mar,Western Grampians,Holiday,22.701986
1998 Mar,Western Grampians,Visiting friends and relatives,40.5146512
1998 Mar,Western Grampians,Business,11.6956198
1998 Mar,Western Grampians,Other reason,0
1998 Mar,Wimmera,Holiday,0
1998 Mar,Wimmera,Visiting friends and relatives,18.1698517
1998 Mar,Wimmera,Business,2.4819126
1998 Mar,Wimmera,Other reason,0
1998 Mar,Brisbane,Holiday,533.3674707
1998 Mar,Brisbane,Visiting friends and relatives,750.5347615
1998 Mar,Brisbane,Business,309.7771687
1998 Mar,Brisbane,Other reason,62.4954814
1998 Mar,Bundaberg,Holiday,64.335272
1998 Mar,Bundaberg,Visiting friends and relatives,0
1998 Mar,Bundaberg,Business,5.7562342
1998 Mar,Bundaberg,Other reason,0
1998 Mar,Southern Queensland Country,Holiday,58.5193863
1998 Mar,Southern Queensland Country,Visiting friends and relatives,135.2016595
1998 Mar,Southern Queensland Country,Business,109.1369339
1998 Mar,Southern Queensland Country,Other reason,11.7209424
1998 Mar,Fraser Coast,Holiday,58.569743
1998 Mar,Fraser Coast,Visiting friends and relatives,103.177037
1998 Mar,Fraser Coast,Business,9.594146
1998 Mar,Fraser Coast,Other reason,0
1998 Mar,Gold Coast,Holiday,571.9731553
1998 Mar,Gold Coast,Visiting friends and relatives,209.7649235
1998 Mar,Gold Coast,Business,68.2265119
1998 Mar,Gold Coast,Other reason,0
1998 Mar,Mackay,Holiday,49.0972983
1998 Mar,Mackay,Visiting friends and relatives,25.7495218
1998 Mar,Mackay,Business,47.902512
1998 Mar,Mackay,Other reason,0
1998 Mar,Townsville,Holiday,70.5781026
1998 Mar,Townsville,Visiting friends and relatives,74.6080337
1998 Mar,Townsville,Business,67.6062182
1998 Mar,Townsville,Other reason,0
1998 Mar,Outback Queensland,Holiday,22.6765613
1998 Mar,Outback Queensland,Visiting friends and relatives,34.6225555
1998 Mar,Outback Queensland,Business,75.4166861
1998 Mar,Outback Queensland,Other reason,0
1998 Mar,Sunshine Coast,Holiday,450.9260801
1998 Mar,Sunshine Coast,Visiting friends and relatives,220.0532496
1998 Mar,Sunshine Coast,Business,60.9863187
1998 Mar,Sunshine Coast,Other reason,0
1998 Mar,Tropical North Queensland,Holiday,103.8576792
1998 Mar,Tropical North Queensland,Visiting friends and relatives,141.5919173
1998 Mar,Tropical North Queensland,Business,39.657419
1998 Mar,Tropical North Queensland,Other reason,6.8226072
1998 Mar,Whitsundays,Holiday,38.7934008
1998 Mar,Whitsundays,Visiting friends and relatives,0
1998 Mar,Whitsundays,Business,2.33651
1998 Mar,Whitsundays,Other reason,0
1998 Mar,Capricorn,Holiday,25.4847572
1998 Mar,Capricorn,Visiting friends and relatives,19.5317873
1998 Mar,Capricorn,Business,66.8606971
1998 Mar,Capricorn,Other reason,0
1998 Mar,Gladstone,Holiday,7.946711
1998 Mar,Gladstone,Visiting friends and relatives,0
1998 Mar,Gladstone,Business,2.419212
1998 Mar,Gladstone,Other reason,0
1998 Mar,Adelaide,Holiday,198.2450866
1998 Mar,Adelaide,Visiting friends and relatives,410.7461173
1998 Mar,Adelaide,Business,196.0582438
1998 Mar,Adelaide,Other reason,29.7121592
1998 Mar,Adelaide Hills,Holiday,3.5495909
1998 Mar,Adelaide Hills,Visiting friends and relatives,0
1998 Mar,Adelaide Hills,Business,0
1998 Mar,Adelaide Hills,Other reason,0
1998 Mar,Barossa,Holiday,17.9623159
1998 Mar,Barossa,Visiting friends and relatives,0
1998 Mar,Barossa,Business,0
1998 Mar,Barossa,Other reason,2.4163412
1998 Mar,Clare Valley,Holiday,8.2165038
1998 Mar,Clare Valley,Visiting friends and relatives,1.552918
1998 Mar,Clare Valley,Business,5.9089
1998 Mar,Clare Valley,Other reason,0
1998 Mar,Eyre Peninsula,Holiday,9.5695373
1998 Mar,Eyre Peninsula,Visiting friends and relatives,28.7871105
1998 Mar,Eyre Peninsula,Business,10.1516477
1998 Mar,Eyre Peninsula,Other reason,4.0569474
1998 Mar,Fleurieu Peninsula,Holiday,127.6885479
1998 Mar,Fleurieu Peninsula,Visiting friends and relatives,13.1261266
1998 Mar,Fleurieu Peninsula,Business,4.6741309
1998 Mar,Fleurieu Peninsula,Other reason,13.6449614
1998 Mar,Limestone Coast,Holiday,41.2920022
1998 Mar,Limestone Coast,Visiting friends and relatives,48.6166139
1998 Mar,Limestone Coast,Business,7.6967165
1998 Mar,Limestone Coast,Other reason,0
1998 Mar,"Murray River, Lakes and Coorong",Holiday,26.5539235
1998 Mar,"Murray River, Lakes and Coorong",Visiting friends and relatives,11.9913169
1998 Mar,"Murray River, Lakes and Coorong",Business,8.1105792
1998 Mar,"Murray River, Lakes and Coorong",Other reason,0
1998 Mar,Riverland,Holiday,31.4444749
1998 Mar,Riverland,Visiting friends and relatives,16.5589644
1998 Mar,Riverland,Business,0
1998 Mar,Riverland,Other reason,0
1998 Mar,Yorke Peninsula,Holiday,83.4657172
1998 Mar,Yorke Peninsula,Visiting friends and relatives,12.1574461
1998 Mar,Yorke Peninsula,Business,59.971002
1998 Mar,Yorke Peninsula,Other reason,5.8746568
1998 Mar,Flinders Ranges and Outback,Holiday,24.6392639
1998 Mar,Flinders Ranges and Outback,Visiting friends and relatives,4.6797176
1998 Mar,Flinders Ranges and Outback,Business,15.9932481
1998 Mar,Flinders Ranges and Outback,Other reason,0
1998 Mar,Kangaroo Island,Holiday,33.332412
1998 Mar,Kangaroo Island,Visiting friends and relatives,0
1998 Mar,Kangaroo Island,Business,3.504765
1998 Mar,Kangaroo Island,Other reason,0
1998 Mar,Destination Perth,Holiday,311.4293287
1998 Mar,Destination Perth,Visiting friends and relatives,225.9690678
1998 Mar,Destination Perth,Business,135.5902219
1998 Mar,Destination Perth,Other reason,69.7329321
1998 Mar,Australia's Golden Outback,Holiday,88.7600174
1998 Mar,Australia's Golden Outback,Visiting friends and relatives,44.4190552
1998 Mar,Australia's Golden Outback,Business,99.1333841
1998 Mar,Australia's Golden Outback,Other reason,3.4535292
1998 Mar,Australia's North West,Holiday,33.1831568
1998 Mar,Australia's North West,Visiting friends and relatives,13.6007537
1998 Mar,Australia's North West,Business,38.38199
1998 Mar,Australia's North West,Other reason,2.1379863
1998 Mar,Australia's South West,Holiday,471.8684874
1998 Mar,Australia's South West,Visiting friends and relatives,126.8512236
1998 Mar,Australia's South West,Business,115.6243783
1998 Mar,Australia's South West,Other reason,5.9373102
1998 Mar,Australia's Coral Coast,Holiday,69.8359631
1998 Mar,Australia's Coral Coast,Visiting friends and relatives,1.5067963
1998 Mar,Australia's Coral Coast,Business,8.4764174
1998 Mar,Australia's Coral Coast,Other reason,2.4895308
1998 Mar,Hobart and the South,Holiday,162.2309313
1998 Mar,Hobart and the South,Visiting friends and relatives,303.8914437
1998 Mar,Hobart and the South,Business,45.3874819
1998 Mar,Hobart and the South,Other reason,7.0235717
1998 Mar,East Coast,Holiday,65.9550733
1998 Mar,East Coast,Visiting friends and relatives,1.3371868
1998 Mar,East Coast,Business,0.6644438
1998 Mar,East Coast,Other reason,1.480921
1998 Mar,Launceston and the North,Holiday,85.7769829
1998 Mar,Launceston and the North,Visiting friends and relatives,68.0200511
1998 Mar,Launceston and the North,Business,6.0484976
1998 Mar,Launceston and the North,Other reason,9.943634
1998 Mar,North West,Holiday,82.3405474
1998 Mar,North West,Visiting friends and relatives,22.424471
1998 Mar,North West,Business,9.3021753
1998 Mar,North West,Other reason,0
1998 Mar,West Coast,Holiday,24.5498161
1998 Mar,West Coast,Visiting friends and relatives,0
1998 Mar,West Coast,Business,4.4193928
1998 Mar,West Coast,Other reason,0
1998 Mar,Darwin,Holiday,69.9830735
1998 Mar,Darwin,Visiting friends and relatives,7.9331557
1998 Mar,Darwin,Business,92.2723976
1998 Mar,Darwin,Other reason,33.9387763
1998 Mar,Barkly,Holiday,3.9733555
1998 Mar,Barkly,Visiting friends and relatives,0
1998 Mar,Barkly,Business,0
1998 Mar,Barkly,Other reason,0
1998 Mar,Alice Springs,Holiday,2.9450064
1998 Mar,Alice Springs,Visiting friends and relatives,1.4253243
1998 Mar,Alice Springs,Business,9.9247438
1998 Mar,Alice Springs,Other reason,3.1001214
1998 Mar,Litchfield Kakadu Arnhem,Holiday,10.0753821
1998 Mar,Litchfield Kakadu Arnhem,Visiting friends and relatives,0
1998 Mar,Litchfield Kakadu Arnhem,Business,7.1718796
1998 Mar,Litchfield Kakadu Arnhem,Other reason,0
1998 Mar,Katherine Daly,Holiday,31.786844
1998 Mar,Katherine Daly,Visiting friends and relatives,0
1998 Mar,Katherine Daly,Business,0
1998 Mar,Katherine Daly,Other reason,1.0661747
1998 Mar,Lasseter,Holiday,0.8894534
1998 Mar,Lasseter,Visiting friends and relatives,0
1998 Mar,Lasseter,Business,0
1998 Mar,Lasseter,Other reason,0
1998 Mar,MacDonnell,Holiday,0
1998 Mar,MacDonnell,Visiting friends and relatives,0
1998 Mar,MacDonnell,Business,0
1998 Mar,MacDonnell,Other reason,0
1998 Mar,Canberra,Holiday,86.9468998
1998 Mar,Canberra,Visiting friends and relatives,226.798393
1998 Mar,Canberra,Business,111.4896975
1998 Mar,Canberra,Other reason,4.9638252
1998 Apr,Sydney,Holiday,534.0590832
1998 Apr,Sydney,Visiting friends and relatives,831.8306639
1998 Apr,Sydney,Business,755.5068984
1998 Apr,Sydney,Other reason,97.0898439
1998 Apr,Blue Mountains,Holiday,149.7457201
1998 Apr,Blue Mountains,Visiting friends and relatives,24.835551
1998 Apr,Blue Mountains,Business,2.1841749
1998 Apr,Blue Mountains,Other reason,0
1998 Apr,Capital Country,Holiday,79.9374967
1998 Apr,Capital Country,Visiting friends and relatives,43.3221881
1998 Apr,Capital Country,Business,182.73234
1998 Apr,Capital Country,Other reason,20.0514979
1998 Apr,Central Coast,Holiday,202.2667241
1998 Apr,Central Coast,Visiting friends and relatives,196.414355
1998 Apr,Central Coast,Business,10.8129146
1998 Apr,Central Coast,Other reason,0
1998 Apr,Central NSW,Holiday,257.6653953
1998 Apr,Central NSW,Visiting friends and relatives,215.2861809
1998 Apr,Central NSW,Business,146.3364253
1998 Apr,Central NSW,Other reason,17.645906
1998 Apr,Hunter,Holiday,1280.7469769
1998 Apr,Hunter,Visiting friends and relatives,267.0739744
1998 Apr,Hunter,Business,58.0349711
